created_at,date,time,username,tweet,target
1582322146000,2020-02-22,00:55:46,cihatalkan,"Zaten şu anki sistem bu. Operator operator gezmemizi istiyorlar.
Hatta bazen agizlarindan kaciriyorlar. Bir sureligine ayril geri gel diyen var.",4
1582321921000,2020-02-22,00:52:01,insanzamanmekan,Haberi de öyle bi vermişsiniz ki turkcell tek bir adammış da atarlanmış gibi,4
1582321366000,2020-02-22,00:42:46,sazinur1,Peki 0 TL mi tam olarak @Turkcell  pic.twitter.com/1GJd1bbLKP,4
1582321225000,2020-02-22,00:40:25,evrim_sefa,İlk geçtiğimde bende öyleydim türkcellden geldim bende. Sonradan o verdiği interneti kullanamayınca sevdiklerin seni arayıp ulaşamadıgında anlıyorsunuz @Turkcell in kalitesini. Şuan hattımda güzel internet var ama 4.5g cekmiyor 3g kullanıyorum. Defalarca aradım sonuçta alamıyoruz,4
1582320989000,2020-02-22,00:36:29,1ferhatozcan,Sevgili @Turkcell ne diyorsunuz kaliteniz ve bu konuda hiç şüphe duymayan bu delikanlı @samurayski için? 😊,4
1582320896000,2020-02-22,00:34:56,burnwithtae,Çok güzel oparetörsün ama ben fakirim bu yuzden @vodofoneDestek gectim :((,4
1582320728000,2020-02-22,00:32:08,samurayski,Tabi abi kalite ucuz değildir 😁,4
1582320606000,2020-02-22,00:30:06,1ferhatozcan,Para / Köfte eğrisi diyorsun 😀,4
1582320542000,2020-02-22,00:29:02,samurayski,"Abi bizde F/P yok, ne kadar para o kadar ekmek 😁",4
1582320490000,2020-02-22,00:28:10,1903burcuuu,ben kullanıyorum Her yerde memnunum hiç problem yaşamadım belki modemle alakalıdır problem olmustur,4
1582320442000,2020-02-22,00:27:22,1ferhatozcan,İnternet çekim konusu biraz sıkıntılı da olsa 14Gb/1000dk/Kotadan düşmeyen Whatsapp için 27 ₺ f/p adına güzel @VodafoneTR de. Ama az kaldı taahhütümün bitmesine. @Turkcell de var mıdır böyle mantıklı tarifeler Kürşat'cığım? ,4
1582320415000,2020-02-22,00:26:55,suskun_adam004,"Eyvallah teşekkür ederim 🙂
Ama biz bu kadar yoğun iletişim hatlarını kullanıyoruz onlar da bir kereliğine gönlümüzü hoş etsin",4
1582320155000,2020-02-22,00:22:35,can__bademci,Borç olmayınca Aramız iyi bu aralar biliyonuz mu  kardeş kardeş 😂😂 #turkcell  pic.twitter.com/m5K49RhjPX,4
1582319895000,2020-02-22,00:18:15,kirpi3120,Aman sakın telekoma gelmeyin mobildede ev internetindede hayatınızın hatasını yaparsınız turkcell e gidin ben ev interneti kullanıyorum  mobil turkcell mobil sikayetim yok ev internetim telekom beceriksiz iş bilmezler hiçbir dediklerini yerine getiremez tırt,4
1582319718000,2020-02-22,00:15:18,suskun_adam004,"Vayyyy kral eyvallah abi
Bakalım kim bizi tatile gönderecek",4
1582319655000,2020-02-22,00:14:15,yunusgokhanout1,"@Turkcell seni tatile göndersin, Bizim evde de 3 tane vodafone'lu hat var, Söz bizde Turkcele geçeceğiz, Hadi bakalım :)",4
1582319419000,2020-02-22,00:10:19,hamza_csml,Turkcell'in çekim gücü😂😂,4
1582319338000,2020-02-22,00:08:58,suskun_adam004,"Sağlam bir müşteriyim bir de ailece dönüş yaparız biz
5 hat var evde hepsi Vodafone
Artık sona doğru geldik demekki",4
1582319292000,2020-02-22,00:08:12,enginkayabey,Vodafone@destek bu hatta gectihim güne lanet olsun sürekli internet donuyor bu nasıl bir hat 5000 TL Lil telefonu m bar hat para etmez yarın ilk işim Turkcell gecmek,4
1582319189000,2020-02-22,00:06:29,yunusgokhanout1,"Ey @Turkcell bnce bu müşteriyi kaçırmayın, Bnce tüm istekleri giderilip kazanılmalıdır😂",4
1582319135000,2020-02-22,00:05:35,idembozdemir,"Bende Türk Telekomlu olarak aşırı rahatsızım ama Turkcell de biraz pahalı, güzel teklifler olursa neden olmasın 💁🏻‍♀️",4
1582319075000,2020-02-22,00:04:35,61emrecann,"Sen Vodafone gibi anı yaşarken,
Ben seni Turkcell gibi her yerde çekemem.",4
1582319071000,2020-02-22,00:04:31,erdalll30,Hattımı Turkcell’e taşımak istiyorum Acil desteğinize ihtiyacım var!! @Turkcell @TurkcellHizmet,4
1582319017000,2020-02-22,00:03:37,suskun_adam004,"Yok ya ben her yıl bir cihaz alıyorum üstelik yüksek miktarda fatura ödüyorum baksana adamlar 9 saat oldu daha dönüş bile yapmadılar
Bu gidişle ben de @Turkcell e gidiş yapacam
Ama uludağ tatili sözünü alırsam.",4
1582319008000,2020-02-22,00:03:28,elifpoiat,"#stalkicinharcanangb'larkotadandusmesin

@Turkcell
@VodafoneTR
@TurkTelekom 
 Bence mükemmel bir fikir 🙄",4
1582318893000,2020-02-22,00:01:33,realizma,"Yetmiyor Başkan, bunlardan bazıları VAR sistemi içinmiş",4
1582318853000,2020-02-22,00:00:53,ahmet_albiz,Turkcell Fiber :))) #noksanlarkenti,4
1582318823000,2020-02-22,00:00:23,yunuseda_guven,İşin özeti keşke sevgili eşimi dinleyip turkcellde kalsaydım kadın aklı ile iş yapılmalı 👏,4
1582405186000,2020-02-22,23:59:46,glyrn,Hepsi ayrı dolandırıcı geçen @Turkcell aradı hazır kart abonesisiniz artık en az 40 lira yüklemeniz gerekiyor falan filan gittikçe pahalılandırıyorlar lanet olsun sizin verdiğiniz hizmete hirsizmisiniz nesiniz,0
1582405152000,2020-02-22,23:59:12,sefa02150740,#VodafoneDolandırıcılığı ' ni bilmem ama   Turkcell benden her ay 10 TL fazladan hattimdan kesip geri iade ediyor herkesten alıp faize mi yatırıyosunuz @TurkcellHizmet pic.twitter.com/veBU6rre1N,0
1582405100000,2020-02-22,23:58:20,mgedik75mehmet,Beni de rızam olmadan faturalıya geçirmişler İlhan duman kağıt yollattı itiraz ettim ödemicem o parayı,0
1582405073000,2020-02-22,23:57:53,defne_06e,1 ay once gectim vodafone turkcell dolandırıcılıkta nirvanaya ulaştı.,0
1582405042000,2020-02-22,23:57:22,merlinindunyasi,"Ben şikayetçi değilim, faturam sorunsuz geliyor, sistemlerinden kaynaklana sıkıntı yaşanıyor şu an belki ondandır, ama eğer bilerek yapılıyorsa bu sıkıntı. Ben daha önce personel yüzünden Turkcell'e geçiş yaptım ama daha büyüğünü hakareti onlarda gördüm ve hiççççç umursamadılar.",0
1582405031000,2020-02-22,23:57:11,abbaseyupoglu,Bazı şubelerinizde çok gereksiz eleman çalıştırıyorsunuz. Müşteri memnuniyeti rezalet. Avcılar Pelican Avm de eşimle Vodafone dan Turkcell e geçelim dedik. İlgilenen yok bir arkadaş aldı bizi konuluyoruz umurunda değil. O an soğuduk ve değişmiyoruz deyip çıktık.,0
1582405005000,2020-02-22,23:56:45,kaanturke5945,Turkcel kullaniyordum 20 tl sabit hatta 3 ayda 290 tl ödedim sinirlenip iptal ettim cayma bedeli o bu dediler 250 tlde öyle aldılar turkcel pişmanlıktır hiç bir faturası sabit gelmiyor buna bayiler dahi söylüyor,0
1582404944000,2020-02-22,23:55:44,haberleiriz1,"#VodafoneDolandırıcılığı @Turkcell @VodafoneTR @TurkTelekom Deprem olur çekmez, yağmur yağar çekmez, zırt pırt teknik alt yapı derler çekmez. Ama Faturanı bir gün geç öde inim inim inletirler. Ve işin acısı tüm şirketler, bankalar, kurumlar böyle. Yeminle tutan tuttuğunu..",0
1582404905000,2020-02-22,23:55:05,harikaadam33,Ne Turkcell ne Vodafone ne şuan için en iyisi turk Telekom telefon için,0
1582404880000,2020-02-22,23:54:40,sedefyaziyor,Senelerdir Turkcell’liyim. Haftalık 1 gb ek paketi 25 tl ye alıyorum ?? Şu aralar hattımı başka operatöre taşıyabilirim. Tekliflerinizi bekliyorum şaşırtın beni 😚@TurkTelekom @TurkcellHizmet @Turkcell @VodafoneDestek @VodafoneTR @Bimcell #VodafoneDolandırıcılığı,0
1582404778000,2020-02-22,23:52:58,aylinaygulkasap,Aynı şeýi @Turkcell @turkcede yapiyor teyzem durup dururken 200 tl ödedi.premium paket te ve internetiniz limit asimi yapmiş diyor.,0
1582404689000,2020-02-22,23:51:29,havari15,Turkcell de kazık atacak haberi yok. Geç bimcell e rahat et,0
1582404648000,2020-02-22,23:50:48,kaanturke5945,#VodafoneDolandırıcılığı vodafone candır asıl dolandırıcı turkcell  yıllardır kullanırım en ufak fark olmadi  pic.twitter.com/y4PTwhj9WR,0
1582404646000,2020-02-22,23:50:46,ardaahmetaksoy,Turkcell  de aynı halt,0
1582404633000,2020-02-22,23:50:33,demirmurattttt,"Ben Vodafone’dan memnunum. Turkcell Superonline haber vermeden faturamı 70 TL den 150 TL ye çıkardı. İptal edip Vodafone’a geçtim, şimdilik bir sıkıntı yok. Superonline altyapısını kullanıyor o ayrı.Depremde de hattım kesilmedi #VodafoneDolandırıcılığı",0
1582404601000,2020-02-22,23:50:01,yucesyuce,Vodafone de öyle deyip deneme süresi gelmeden 89 TL cayma bedeli istiyor. Sahtekarlık diz boyu. Haberim olmadan kimliğim olmadan bilgim dışında adıma faturalı hat düzenleyip açtırmışsınız. Al turkcell'i vur Vodafone'ye.  https://twitter.com/Turkcell/status/1228018891323998210 …,0
1582404587000,2020-02-22,23:49:47,mehmtkrt59,Köy ve ilçe merkezlerine  uzak yerlerde çekmiyor. Orman vb.,0
1582404575000,2020-02-22,23:49:35,hakk33799820,Vallahi pes kaç yıllık abonenizim bizi düdükleyip resmen yeni gelene kıyak yapıyorsunuz ayıp ayıp abonelik süresi uzadıkça daha ucuza kullansak olmaz mı bize neden kıyak yok,0
1582404563000,2020-02-22,23:49:23,istenmeyen_adam,#VodafoneDolandırıcılığı Turkcell’de aynı bok şu servise abone olmuşsun mesaj yazmışsın diyor la olum hayatımda bırak Turkcell’e bir kıza bile mesaj yazmadım,0
1582404350000,2020-02-22,23:45:50,muradaslan77,"...Ayrıca ek bir fatura çıkardılar. Her fatura sonrası yaptığım görüşme neticesinde ""48 saat içerisinde geri dönüş yapılacak"" dendi bana. 7 ay geçmesine rağmen daha da dönüş yapılmadı. 
Cevap hakkınız var @Turkcell
@TurkcellHizmet",0
1582404304000,2020-02-22,23:45:04,hasan55147499,Sırf Beşiktaş için kullanıyordum sonra turkcell e geçtim oda kaziklamaya kalkınca telekomdayım en azindan çekme sorunum var sadece kafam rahat :) #VodafoneDolandırıcılığı,0
1582404182000,2020-02-22,23:43:02,cerit_ahmet_,@Turkcell parasını fazlsıyla verip rezil bir şekilde kullandığım süperbox sözde vaatler kullanıma gelince rezil hizmet  pic.twitter.com/HwwB3vExCv,0
1582404151000,2020-02-22,23:42:31,muradaslan77,"Turkcell kurumsal, taleplerimi karşılamadığı için taahhüdü bozup Vodafone geçtim. Bozduğum için her bir hat için yapılan tüm indirimleri cayma bedeli olarak ödedim. Yetmedi kalan tek hatımın 9 TL olan aylık ücreti önce 35 TLye, sonra 65 TLye çıkarıldı. Yetmedi arada 344 TL...",0
1582404075000,2020-02-22,23:41:15,isaacshilon,"Aynen biraderim,interneti cok cabuk bitiyor.Anormal bir sekilde hizlica tukeniyor.Bir tek ben miyim diye dusunuyodum ama yalniz degilim anlasilan.",0
1582404046000,2020-02-22,23:40:46,16omerfaruk21,Son 4 ayda 600 dan aşağı fatura ödemedim turkcell de bir daha düşün 😂,0
1582403975000,2020-02-22,23:39:35,altintasselin1,"@SuperYardim turkcell’e gidiyorum bana kendi çalışanınız diyor ki “Arayın tehdit edin dava açacağım diye, başka türlü gelmiyorlar.” Bu nasıl bir rezilliktir",0
1582403919000,2020-02-22,23:38:39,orkunkaya87,Hepsi birbirinden beter,0
1582403879000,2020-02-22,23:37:59,muradaslan77,"Turkcell'in, Turktelekomun bundan farkı yok. Hem Turkcell bireysel ile hem de kurumsal ile benzer durumlar yaşadım. Yurtdışında olduğum sırada gelen aramalara cevap vermediğim halde cevap vermişim gibi günlük ücret uyguladılar. Defalarca arama neticesinde ücreti iptal ettiler  https://twitter.com/avrasyaanket/status/1231271334606446593 …",0
1582403778000,2020-02-22,23:36:18,dkranss,@Turkcell ne biçim internetiniz var çekmiyor çekmiyor cekmiyor,0
1582403741000,2020-02-22,23:35:41,3scarface,"Turkcell de TurkTelekom da hepsi aynı sahtekar 
Bu şuna benziyor.şu banka şu bankadan iyi demek gibi bişey ;oysa tüm bankalar tefeci 
Sorun tüketici haklarını işletecek bi mekanizma olmaması  #vodafonedolandırıcılığı",0
1582403667000,2020-02-22,23:34:27,yazulankatip,Bizide konuşma kaydımız olduğu halde @TurkcellHizmet @Turkcell Turkcell dolandırdı meşhur değildik sesimiz çıkmadı.,0
1582403584000,2020-02-22,23:33:04,sahinkarabilgin,"Turkcell de fırsattan istifade edelim diyor. 1996 dan bu yana kullanıyordum, mevcut müşterinize fahiş fiyat, yeni gelene aynı paketi çok daha uygun rakamla abonelik veriyorsunuz. Halen numaram 532 li, ama türkcelli değilim..",0
1582403408000,2020-02-22,23:30:08,yenerterzioglu,"Turkcell de aynı, ay sonunda 24 TL itelemiş. Konuşma zaman aşımı diye. Düşünün, 1 milyon kişiden 24 milyon TL yapar.  Kimlerin elinde kaldık!",0
1582403394000,2020-02-22,23:29:54,seninavukatin,Turkcell den yediğim fatura kaziklarindan sonra vodafon a geçtim.Avrupa şirketi  Turkcell gibi soygun yapmaz sanıyordum.Beter çıktılar. #VodafoneDolandırıcılığı,0
1582403279000,2020-02-22,23:27:59,bekirbglgn2344,Neden cezalandırıldım 12 fatura dönemi için söz verdim ve sözümde durdum ceza niye.,0
1582403139000,2020-02-22,23:25:39,cedric_level8,@Turkcell Hem 150 TL fatura ödet hem de salla kazandan saçma sapan hediyeler ver.  pic.twitter.com/k45xX30fX4,0
1582402981000,2020-02-22,23:23:01,beyzaccaliskan,"@TurkcellHizmet @Turkcell internetimiz aylardır ne super ne de online,ekipleriniz geldiğinde evin duvarları çok kalın tokide otursaydınız böyle olmazdı şeklinde bir çözüm üretti. Sayenizde sevdiklerimizle güvercin ve elçi aracılığıyla haberleşmeyi öğrendik.",0
1582402787000,2020-02-22,23:19:47,kuantumsu,"#VodafoneDolandırıcılığı beni psikolojimin bozulmasını sağladı. Size tavsiyem BTK’ya girip şikayet edin, bakın nasıl yola geliyor şerefsizler( dsmart, digitürk, Turkcell, Vodafone vs vs vs). Üşenmeyin BTK’ya şikayet edin lütfen.....",0
1582401988000,2020-02-22,23:06:28,atamustafam,"Hepsi aynı
Bende 22 yıldır kullanıyorum @Turkcell i
Üç hattından birini taşıdım, diğerini inşallah bu ay, günü gelirse 22 yıllık hattımı da zevkle taşıyacağım
Hepsi aynı olduğu için en azından az fatura ödeyeyim",0
1582401602000,2020-02-22,23:00:02,35hendrix35,İnternet limitim bittiği için isteğim ve talebim olmamasına rağmen 24 TL ye 1 GB paket tanımladınız. Müşteri hizmetlerini aradığımda yapacak birşey olmadığını ilettiniz. 1998 yılından beri aynı numara ile kullandığım aboneliğimi sonlandırcağim.. İlgiinize teşekkür ederim..,0
1582401445000,2020-02-22,22:57:25,hoca_63,"Sana söylüyor @TurkcellHizmet , @Turkcell !!! Kardeşimizin şikayetini dikkate alın!",0
1582401241000,2020-02-22,22:54:01,beyhancelika,Kemal bey süper bir TURKCELL tarifem var 2 GB 1000 DK 100 SMS 90 TL nasıl dolandırıcılık,0
1582401162000,2020-02-22,22:52:42,35hendrix35,İnternet limitim bittiği için isteğim ve talebim olmamasına rağmen 24 TL ye 1 GB paket tanımladınız. Müşteri hizmetlerini aradığımda yapacak birşey olmadığını ilettiniz. 1998 yılından beri aynı numara ile kullandığım aboneliğimi sonlandırcağim.. İlgiinize teşekkür ederim,0
1582401103000,2020-02-22,22:51:43,surmelibeyy,Taahhut zamani gelince yillarca abonesi olan musterilerine bile burnundan kil aldirmayan operatorusunuz. Neyseki 1 ay kaldi taahhut suremin bitmesine sizden kurtulacagim @Turkcell,0
1582401042000,2020-02-22,22:50:42,akifakbaba4,@paycell @Murat__Erkan yukledigim bakiyenin ustune yatali 30 gun sure isteyeli 4 gun gecti hayirdir paycell i yeni bastanmi yenileyip arastiriyorsunuz @Turkcell  ancak bukadar REZIL EDILIR 😂,0
1582400756000,2020-02-22,22:45:56,estamemuchoo,"Saçma değil mi ? Onay almadan arttırmanız doğruda değil yasal da değil 
Kaç milyon aboneniz var ? @turkcell Bunun 10milyonu 10 tl arttırsanız çok büyük para yanlış yapıyorsunuz",0
1582400667000,2020-02-22,22:44:27,haberleiriz1,"Sende pek iyi niyetli değilsin @turkcell . kullanmadığım dakikayı, interneti zorla seçtiriyosun. Alt pakete geçirmiyorsun . @TCSanayi @RekabetKurumu keşke bu kurumsal çözse...",0
1582400526000,2020-02-22,22:42:06,emirhntklp,hangisi keyfi tarife değişimi ve o tarife üzerinden ücretlendirme yapmıyor ki @Turkcell kullandığım tarifenin ücretinin nasıl düşürebilirim diye sorduğumda diğer operatörlerden birine geçip 1ay o operatör kullanıp Turkcelle taşımış kullanıcı diye işlem yapılır ücret düşer denildi,0
1582400395000,2020-02-22,22:39:55,mehrancaliskan,@Turkcell de aynı. Kraken otp adı altında 52 tl eklemişler faturaya. Arıyorsun iptal edelim diyorlar ama faturayı ödetiyorlar.,0
1582400364000,2020-02-22,22:39:24,eksimiksurat,"Devlet Mevzuatta belirtmiş acil durum önlemleri alınsın diye.
Siz üçünüzde BAŞIMIZA bir iş gelmesini beklemiş türkiyenin en iyi 3 teknoloji şirketisiniz. YAZIK ödediğimiz faturalara.
@VodafoneTR @TurkTelekom @Turkcell
 https://www.btk.gov.tr/uploads/boarddecisions/inceleme-istanbul-depremi-sonrasi-iletisim-kesintisi-denetimi-tt-mobil-turkcell-vodafone/9-2020-web.pdf …",0
1582400203000,2020-02-22,22:36:43,ahlk15,Bu hırsızlığın aynısını @turkcell @turkcelldestek yaptı bana dijital operatörden yapmışım değişikliği ben hiçbirşey yapmadım oradan yapmışsınız tarife değişikliği diyor dolandırıcılar sardı ülkeyi  #VodafoneDolandırıcılığı,0
1582400137000,2020-02-22,22:35:37,notengn,@vodafone @turkcell @turktelekom  hepsi aynı arkadaşlar bütün operatörler hepsi dolandırıcı #VodafoneDolandırıcılığı,0
1582399996000,2020-02-22,22:33:16,aliisan19671976,@Turkcell dm gel dedin geldik sonra tısssssss . Şimdi basit bir soru benim hattıma benden onay almadan nasıl  taahhüt alabiliyorsunuz.  Hangi kanun da hangi sözleşmenizde yazıyor. Madem başkası onayı ile işlem yapabiliyorsunuz faturayı niye ben ödüyorum,0
1582399804000,2020-02-22,22:30:04,kafkas_kartali9,"Sakin sigorta yaptirmayin. O da ayri bir dolandiricilik. 2016 yilinda aldigimiz samsung not4 u 350 TL karşılığı @Turkcell
telesese sigortaladılar. Geçen ay telefon arızalandı, servise gitti.1700 lira masraf çıktı.Sigorta bedeli olan 350 liralık hediye ceki verelim diyorlar.",0
1582399732000,2020-02-22,22:28:52,mustafanacaksiz,@TurkTelekom @VodafoneTR tahathüt bozma cezasını karşılayan tarifeniz yokmu size geçmek istiyorum. Evde @Turkcell çekmiyor.,0
1582399718000,2020-02-22,22:28:38,ht0791,"Al birini vur otekine sanki turkcell dahami iyi kendi baii personeli beni kandirdi dolandirdi ariyorum turkcelli yapacak bisey yok giren hayirli olsun diyo senin personelin beni kandirarak hat satti diyorum yapacak birsey yok eşşek gibi ödiycen diyo..
Yani ha o ha o ikisi de aynu",0
1582399411000,2020-02-22,22:23:31,estamemuchoo,Aynısını bana da yaptılar sözde kampanya adı altında @Turkcell in 25. Yılı nedeniyle 6 ay içinde 4 defa 1gb kampanya hattıma tanımlanıyor ve 10tl ücret arttırılıyor biz tüketici olarak gelen mesaja onay vermemize gerek yokmuş 2. Ay farkettim 10tl indirim yaptılar,0
1582398221000,2020-02-22,22:03:41,obilgio,"Aynen, Turkcell de eşimin 49 olan faturayı onayımız olmadan 67 ye çıkardılar. Hem de ben aynı hizmeti Vodafone da 25 e alıyorum.",0
1582398044000,2020-02-22,22:00:44,alrdem,@Turkcell sanki farklı 41 TL olan faturayı her ay birer ikişer ekleyerek 48 TL ye kadar çıkardı. Allah'tan sözleşmemiz bitti de kazık bitiyor.,0
1582397463000,2020-02-22,21:51:03,happytiwik,@TurkcellHizmet bak gördün mü salak turkcell?,0
1582397423000,2020-02-22,21:50:23,tncshn,"@TurkcellHizmet @Turkcell @GlobalBilgi neden bu kadar sikayete ve berbat calismasina ragmen @TTelekurye ile calisiyorsunuz .. 1 aydir karti hala getirecekler..@TurkcellHizmet de dinliyor, kayit aciyor, cozum ? O  yok...",0
1582397134000,2020-02-22,21:45:34,nesetdemir,Bu şu anlama geliyor. Giden müşteriyi cezalandırıyoruz. Bu ay fatura tam gelecek ve ödediğim hizmeti belki 7 gün alamayacağım. Üstüne bu iptal edilmeden diğer operatöre geçemiyorum. Abonelik için kapımıza gelen @Turkcell giderken cezalandırıyor. Bu firmadan uzak durun...,0
1582397122000,2020-02-22,21:45:22,imcalwin,İptal et soyguncu bu turkcell,0
1582396976000,2020-02-22,21:42:56,asdfkwlsmasa,Bu ayın 24 ünde @TurkcellHizmet taahhütüm bitiyor. Bende yarın itibari ile yani yarın 23 ünde Vodafone a geçişim olucak. Ve turkcell bundan ötürü bana 30 TL cayma bedeli diyor. Ama son  faturamı eksik ödeyeceğime  rağmen 30 TL cayma bedeli ödücem. Yani hepsi aynı. Malasef.,0
1582396846000,2020-02-22,21:40:46,mumusunlu,"Kapadokya nın kalbi Ürgüp, Ürgüp ün can damarı Bahçeli köyü. Ürgüp ün can damarı kesildi #Turkcell gün boyunca telefonlar iptali gördü çekim gücü kalmadı.pilini mi degistirsek aceba #duracell taksak çeker mi?@TurkcellHizmet",0
1582396798000,2020-02-22,21:39:58,gunesyakut,Sık sık kontrol edin güvenmeyin onlara.☺️,0
1582396626000,2020-02-22,21:37:06,imcalwin,0.2 mbit interneti bana 20 mbit diye sattılar yanıma gelen çalışan başka bir lokasyonu adres göstermiş    çakal turkcell,0
1582396507000,2020-02-22,21:35:07,alsbeyyigitturk,"Kullandığım tarifeyi yeni gelen müşterilere yarı fiyatına kullandıran Turkcell , kendimi kullanılmış hissediyorum 😊 şaka bir yana sırf bundan dolayı Pazartesi operatörümü değiştireceğim. @Turkcell @TurkcellHizmet @VodafoneTR #çiftestandart",0
1582396483000,2020-02-22,21:34:43,hadibeyokartik,Dediğinizi dikkate alıp Kontrol ettim online işlemlerden son 4 ayda  2 tl kesmişler fakat paketim bitikten sonra olmuş bende teyit ettim doğru çıktı ne yazık üste çıkamadım😊😊,0
1582395804000,2020-02-22,21:23:24,mr_nopixell,"Benden haftalık bir GB internet için ekstradan 24 TL talep ediyorsunuz parayı verince hemen interneti tanımlıyorsunuz da hediye paketimi tanımlamanın neden 24 saat sürüyor ?
Turkcell pişmanlık son galiba @TurkcellHizmet",0
1582395783000,2020-02-22,21:23:03,herpessimplexx,En güzeli @PTTCELL . @VodafoneTR @Turkcell @TurkTelekom tırt. Milleti dolandırmaktan başka bir iş yaptıkları yok. Hukuğun olmadığı bir ülkede bunlar olur işte.,0
1582395651000,2020-02-22,21:20:51,imamcage,"15 yıl @Turkcell kullandım, pahalısınız, bak çıkacam sizden dedim, dinleyen olmadı...",0
1582395213000,2020-02-22,21:13:33,muratkickboks,Turkcell acaba ne zaman çekecek yetkililer bu sese kulak verin Dünyanın incisi İstanbul un göbeği Bağcılar da @Turkcell çekmiyor,0
1582395173000,2020-02-22,21:12:53,yakupfahrikele,Mevcut müşterilere niye vermiyorsunuz bu fiyattan?Onları kümeste kaz olarak görüyorsunuz değil mi?,0
1582395041000,2020-02-22,21:10:41,gunesyakut,Turkcell daha kötü dikkat edin mobil kapalıyken TL çalıyorlar hemde haftanın bir kaç günü. Bahaneleri mobil kapalıda olsa açık uygulamalar vardır ondan TL alınıyor diyorlar yaşadım ve hala yaşıyorum maalesef.,0
1582395021000,2020-02-22,21:10:21,maydogangs,Geçmeyin kardeşim turkcell e filan. Hem superbox hem cep telefonumda kullanıyorum tüm zamanımın % 95 i resimdeki hızda oluyor bilginiz olsun.  pic.twitter.com/AW49Sf3QOK,0
1582394956000,2020-02-22,21:09:16,hbirgolge,Diğerleri çok mu iyi? Biz de Turkcell'den ayrılıp Vodafone'a geçtik.,0
1582394766000,2020-02-22,21:06:06,zekidemirel171,@Turkcell allahtan korkun be Malatya merkeze 10 km uzaklıkta oturuyorum telefon 3g cekiyo ve 5 dk da bir İnternet gidiyo bumu fiber hızınız,0
1582394697000,2020-02-22,21:04:57,1drmzbrk,"Yeni taşındığım evin hiçbir odasında Turkcell çekmiyor. Her ne kadar arayanım soranım olmasa da bildireyim dedim. 

Teşekkürler @Turkcell",0
1582394691000,2020-02-22,21:04:51,temel23942768,Bu hırsızlığın aynısını @turkcell de yasadım. #VodafoneDolandırıcılığı,0
1582394629000,2020-02-22,21:03:49,social_40,@TurkcellHizmet şuanda @Turkcell gelemem kampanyaları pahalı öğrenciler için,0
1582394305000,2020-02-22,20:58:25,gunesyakut,Hırsız #turkcell hırsız #pttcell mobil internet kapalı iken TL çalmaktan vazgeçin  0 mb ile internet gitmez özellikle sabahın köründe biz uyurken nasıl internete giriyoruz cevabını bile veremiyorsunuz Hırsızlar sizi.,0
1582394270000,2020-02-22,20:57:50,mesutboduroglu,Evde çekmezse mahalle muhtarından mı talep edeceğiz yazıyı? Neden uğraştırıyorsun? Hastanede çekmezse başhekim mi yazı yazacak... Anlamıyorum seni @Turkcell hatanı kabul ediyorsun kışlaya gelmene gerek yok. Sorunu tespit edebildiğine göre çözebilirsinde,0
1582393861000,2020-02-22,20:51:01,semakitayy,"Turkcell faturama 30 tlcik ekstra ücret yansıtmış. Hayır ağlamıycam. Ağlamadım, ağlamıyorum noo..
PÜÜ BOYUNUZ DEVRİLMESİN",0
1582393853000,2020-02-22,20:50:53,kazdagl3,Turkcell biktirmaya basladi. Salla kazandan gecen hafta gunluk 1.500  dk(25 saat) konusma 1000 sms tercini yaptirdi buhaftada gunluk 1000 dk konusma 10.000 sms tercihi. Turkcell alin bunlari bitarafiniza tipa yapin,0
1582393801000,2020-02-22,20:50:01,emreuysall14,Sanki onlar daha mi masum? @TurkTelekom @Turkcell hepsi birbirinin aynisi.. #VodafoneDolandırıcılığı,0
1582393619000,2020-02-22,20:46:59,inghoca1,Yeni hat ücreti yok yazıyor ama müşteri temsilcisinin haberi yok,0
1582393585000,2020-02-22,20:46:25,gunesyakut,Daha dün yaşadım #turkcell hattımda 2 gb internetim ve 53 TL 75 kuruşum vardı mobil internetimi açmamla ve hiç kullanmadan bir saat sonra mesaj geldi ve internetim kullanmadan bitmiş ve ardından tüm bakiyemide almışlar gittim sordum tabi yine ben suçlu çıktım hırsız Turkcell,0
1582393534000,2020-02-22,20:45:34,muratdxg,"4 saat oluyor turkcell burnunuzdan fitil fitil gelir umarım mesajlara bak, dünde bankaya suçu attın gecikmeden dolayı, bugünde bana suçu atarsın bekliyorum hala !",0
1582393441000,2020-02-22,20:44:01,aluminyumoksit,@TurkcellHizmet @Turkcell  ayda 140 lira verdiğimiz süper box un İnternet hızı bu. Bir an önce düzelmezse telefon hatlarım dahil herşeyi başka bir operatöre taşıyacağım.  pic.twitter.com/ICqGRbEu5i,0
1582393391000,2020-02-22,20:43:11,gunesyakut,"Buna Turkcell Pttcell’i de ekleyelim mesela internet varken bitti gösterip TL çalmaları, mobil internet kapalı olmasına rağmen her hafta kafalarına göre 1tl 50 kuruş çalıyorlar özelliklede sabah uyurken sabah 5,6 civarı, itiraz ettim bu yapılan yasalmış yani  yasal hırsızlıkmış.",0
1582393310000,2020-02-22,20:41:50,spoilerseverim,Siz şaka mı yapıyorsunuz gerçekten oyun paketi alıyorum oyuna giremiyorum ne diye aldım ben o zaman o paketi @TurkcellHizmet @Turkcell,0
